PRODUCT_ID,DEPARTMENT_NAME,HEIGHT_INCHES,WIDTH_INCHES,DEPTH_INCHES,WEIGHT_GRAMS
17019362,Bakery,,,,1.66E+02
17019372,Deli,,,,5.67E+02
17019384,Pantry,,,,8.87E+02
17019416,Household,,,,
17019425,Beverages,,,,3.12E+02
17019430,Beverages,,,,1.30E+02
17019471,Snacks,,,,4.25E+02
17019475,Frozen,,,,4.54E+02
17019479,Beverages,,,,1.16E+02
17019502,Snacks,,,,5.10E+02
17019508,Deli,,,,3.97E+02
17019517,Deli,,,,2.27E+02
17019539,Pets,,,,3.74E+02
17019543,Snacks,,,,
17019546,Household,,,,
17019548,Snacks,,,,3.40E+02
17019556,Deli,,,,7.80E+01
17019559,Household,,,,
17019562,Frozen,,,,
17019602,Canned Goods,,,,4.54E+02
17019616,Pets,,,,1.50E+02
17019618,Household,,,,
17019619,Pets,,,,1.50E+02
17019629,Household,,,,
17019639,Snacks,,,,1.13E+02
17019645,Beverages,,,,
17019652,Dairy & Eggs,,,,2.27E+02
17019691,Pantry,,,,6.51E+02
17019701,Household,,,,
17019706,Household,,,,
17019715,Canned Goods,,,,2.83E+02
17019729,Household,,,,
17019733,Bakery,,,,
17019742,Snacks,,,,2.27E+02
17019749,Dairy & Eggs,,,,9.46E+02
17019765,Pets,,,,3.74E+02
17019766,Dairy & Eggs,,,,1.89E+03
17019770,Snacks,,,,2.27E+02
17019772,Snacks,,,,
17019784,Household,,,,
17019789,Dairy & Eggs,,,,4.73E+02
17019796,Dairy & Eggs,,,,1.28E+03
17019799,Dairy & Eggs,,,,
17019845,Beverages,,,,2.96E+02
17019848,Beverages,,,,2.00E+03
17019852,Pantry,,,,2.27E+02
17019857,Meat & Seafood,,,,1.13E+02
17019859,Snacks,11.6,9.13,,3.04E+02
17019865,Household,,,,
17019872,Snacks,,,,2.10E+02
17019880,Breakfast,,,,
17019892,Pantry,,,,4.54E+02
17019903,Pets,,,,9.07E+02
17019905,Dairy & Eggs,,,,1.42E+03
17019946,Beverages,,,,8.50E+02
17019963,Breakfast,,,,2.95E+02
17019967,Personal Care,,,,5.65E+02
17019992,Beverages,,,,7.01E+02
17019994,Dry Goods & Pasta,,,,4.54E+02
17019995,Pantry,,,,4.54E+02
17019996,Frozen,,,,2.04E+02
17020006,Pantry,,,,2.27E+01
17020008,Babies,,,,1.13E+02
17020018,Canned Goods,,,,9.46E+02
17020023,Babies,,,,1.13E+02
17020024,Frozen,,,,6.80E+02
17020028,Dairy & Eggs,,,,9.07E+02
17020029,Deli,,,,2.04E+02
17020030,Babies,,,,1.13E+02
17020038,Household,,,,
17020039,Pantry,,,,2.40E+02
17020040,Bakery,,,,
17020047,Household,,,,
17020050,Pets,,,,
17020055,Meat & Seafood,,,,9.07E+02
17020056,"Books, Cards, & Magazines",,,,
17020057,Pantry,,,,1.98E+03
17020058,Frozen,,,,1.36E+03
17020062,Snacks,,,,1.28E+02
17020069,Dry Goods & Pasta,,,,9.92E+00
17020070,Beverages,,,,2.00E+03
17020072,Babies,,,,9.92E+00
17020076,Personal Care,,,,
17020085,Dry Goods & Pasta,,,,
17020097,Household,,,,
17020108,Dry Goods & Pasta,,,,4.25E+02
17020113,Dry Goods & Pasta,,,,4.54E+02
17020116,Household,,,,
17020127,Canned Goods,,,,4.25E+02
17020138,Snacks,,,,1.42E+02
17020142,Meat & Seafood,,,,5.67E+02
17020147,Deli,,,,3.97E+02
17020153,Snacks,,,,
17020155,Household,,,,1.98E+00
17020156,Canned Goods,,,,9.07E+02
17020158,Household,,,,
17020161,International,,,,
17020169,Household,,,,
17020174,Meat & Seafood,,,,5.67E+02
17020187,Frozen,,,,1.42E+03
17020189,Pets,,,,
17020196,Dairy & Eggs,,,,9.46E+02
17020197,Alcohol,,,,1.75E+03
17020200,Snacks,,,,2.41E+02
17020209,Household,,,,
17020210,Snacks,,,,4.54E+02
17020215,Bakery,,,,1.42E+02
17020219,Pantry,,,,9.07E+02
17020222,Household,,,,
17020226,Household,,,,
17020235,Dairy & Eggs,,,,4.25E+02
17020241,Household,,,,
17020255,Household,,,,
17020274,Babies,,,,
17020279,Household,,,,
17020295,Babies,,,,
17020296,Household,,,,
17020297,Babies,,,,
17020298,Household,,,,
17020301,Personal Care,,,,6.72E+02
17020313,Household,,,,
17020329,Personal Care,,,,8.40E-01
17020360,Household,,,,
17020400,Babies,,,,2.27E+02
17020431,Dairy & Eggs,,,,4.73E+02
17020436,Beverages,,,,2.86E+03
17020440,Household,,,,
17020471,Personal Care,,,,1.18E+02
17020475,Frozen,,,,1.42E+02
17020491,Babies,,,,1.13E+02
17020518,Personal Care,,,,
17020528,Personal Care,,,,3.83E+02
17020549,Pantry,,,,
17020563,Deli,5.02,5.02,,4.45E+02
17020577,Beverages,,,,
17020580,Dairy & Eggs,,,,
17020581,Dairy & Eggs,,,,1.13E+02
17020588,Snacks,10.74,6.57,,1.42E+02
17020593,Dairy & Eggs,,,,2.27E+02
17020603,Household,,,,
17020607,Breakfast,,,,
17020609,Pantry,,,,3.40E+02
17020610,Snacks,,,,2.55E+02
17020614,Frozen,,,,
17020618,Household,,,,
17020623,Dairy & Eggs,,,,4.73E+02
17020645,Beverages,10.3,5,3.35,5.92E+02
17020650,Beverages,10.54,4.87,,6.06E+02
17020652,Beverages,10.3,5,3.35,5.66E+02
17020653,Snacks,10,4,0.45,1.04E+02
17020656,Beverages,,,,5.67E+02
17020738,Breakfast,12.13,7.69,2.09,7.09E+02
17020741,Dairy & Eggs,2.54,4.64,,2.49E+02
17020934,Frozen,7.13,7.75,2.25,4.78E+02
17022354,Deli,,,,
17024013,Beverages,5.72,3.86,,1.95E+02
17024455,Personal Care,3.47,3.7,,3.81E+02
17024553,Personal Care,6.91,5.3,,8.73E+02
17024661,Snacks,6.89,5,1.5,2.95E+02
17025028,Snacks,8.08,5.59,,1.81E+02
17025209,Deli,0,0,,2.83E+02
17025453,Dairy & Eggs,2.94,2.94,,4.26E+02
17026848,Snacks,,,,2.81E+02
17028037,Pets,,,,1.02E+03
17048297,Snacks,,,,
17066472,Dry Goods & Pasta,6.47,3.33,,1.10E+03
17066504,Frozen,0,0,,2.90E+02
17066506,Breakfast,3.36,3.62,3.62,6.49E+01
17066518,Breakfast,3.36,3.62,3.62,7.40E+01
17066519,Breakfast,3.36,3.62,3.62,6.89E+01
17066532,Breakfast,3.36,3.62,3.62,7.29E+01
17068255,Snacks,,,,2.27E+02
17068426,Snacks,7.55,3.48,,1.13E+02
17068484,Meat & Seafood,,,,1.13E+03
17068609,Snacks,5.66,8.92,,3.58E+02
17068674,Bakery,,,,7.80E+01
17068789,Snacks,,,,2.83E+02
17068818,Snacks,,,,2.83E+02
17068836,Canned Goods,,,,9.07E+01
17069360,Beverages,4.68,3.04,,5.22E+01
17069402,Beverages,,,,3.67E+03
17069414,Pantry,8.1,4.09,,5.35E+02
17069425,Snacks,,,,
17069437,Pantry,8.1,4.09,,5.22E+02
17069461,Pantry,8.1,4.09,,5.26E+02
17069485,Deli,8.1,4.09,,5.31E+02
17069687,Beverages,3.17,2.48,,6.58E+01
17069905,Personal Care,5.78,2.17,,1.45E+02
17070332,Babies,,,,2.72E+03
17070350,Snacks,,,,4.54E+02
17070410,Pantry,,,,6.80E+02
17070449,Beverages,,,,4.54E+02
17070548,Dry Goods & Pasta,,,,2.72E+03
17070598,Pantry,,,,1.89E+03
17070653,Deli,,,,4.25E+02
17070657,Household,,,,
17070898,Dairy & Eggs,,,,
17070927,Frozen,,,,3.18E+03
17070966,Personal Care,,,,9.46E+02
17070978,Snacks,,,,1.13E+02
17071003,Pantry,,,,4.54E+02
17071140,Personal Care,,,,6.80E+02
17071146,Dairy & Eggs,,,,4.54E+02
17071200,Deli,,,,4.54E+02
17071206,Canned Goods,,,,7.94E+02
17071221,Beverages,,,,2.84E+03
17071254,Household,,,,4.54E+02
17071351,Household,,,,1.89E+03
17071382,Deli,,,,1.13E+02
17071447,Beverages,,,,7.94E+02
17073055,Household,,,,2.75E+02
17073178,Pets,7.75,9.5,14,1.75E+04
17073217,Household,,,,1.18E+03
17073261,Household,,,,7.37E+02
17074096,Beverages,11.48,0,,1.08E+04
17078408,Alcohol,11.77,3.26,,1.25E+03
17078572,Alcohol,,,,1.25E+03
17079198,Alcohol,11.69,3.23,,1.25E+03
17079295,Bulk,7.75,2,4.75,1.70E+02
17080516,Snacks,5.8,5.4,2.29,4.54E+02
17081528,Beverages,7.88,3.75,3.75,9.07E+02
17088004,Dairy & Eggs,5.44,2.87,2.81,5.03E+02
17088005,Dairy & Eggs,9,5.63,0.75,2.43E+02
17088039,Beverages,5.91,7.89,,2.79E+03
17088062,Pantry,8.3,6.18,2.2,7.62E+02
17088195,Bakery,8,6,3.5,7.65E+02
17089197,Household,,,,
17089277,Household,,,,9.07E+01
17089305,Personal Care,3.45,7.15,,7.35E+02
17089445,Bakery,8,6,3.5,7.65E+02
17090277,Personal Care,,,,5.90E+01
17090322,Alcohol,8.75,7.5,10,6.79E+03
17090330,Personal Care,3.88,8.4,1.52,3.99E+02
17090355,Deli,,,,3.86E+01
17090359,Personal Care,9.5,4.24,4.29,8.76E+02
17090365,Alcohol,9.5,9.75,7.5,2.49E+02
17090413,Pets,,,,1.02E+02
17090414,Alcohol,9.6,10.1,7.6,2.49E+02
17090448,International,4.41,2.95,2.95,4.63E+02
17090450,Personal Care,3.32,3.28,,1.07E+02
17090454,Personal Care,,,,3.36E+02
17090463,Personal Care,10.5,2.66,,1.17E+03
17090524,Pets,,,,1.09E+02
17090542,Snacks,3.5,2.54,2.5,1.02E+02
17090546,Personal Care,,,,4.08E+01
17090548,Bakery,14.26,3.65,3.48,6.94E+02
17090558,Personal Care,8,4.05,4.06,5.44E+01
17090648,Produce,4.76,4.84,,2.00E+02
17090685,Personal Care,5.39,2.11,2.11,1.03E+02
17090724,Alcohol,9.25,8,5.04,3.38E+03
17090725,Produce,5.38,5.48,,3.72E+02
17090761,Meat & Seafood,6.31,1.5,9.5,6.80E+02
17090793,Alcohol,9.25,8,5.04,3.45E+03
17090807,Personal Care,9.22,2.08,,2.49E+02
17090823,Pets,6.5,8.25,8.06,1.80E+03
17091605,Snacks,5.16,11.63,,3.86E+02
17092836,Frozen,4.06,3.89,,3.04E+02
17093538,Beverages,,,,2.00E+03
17093571,Snacks,,,,2.00E+02
17093699,Beverages,,,,9.07E+01
17093750,Household,,,,
17093766,Beverages,,,,
17094262,International,,,,3.69E+02
17095493,Pantry,6.11,4.16,,3.63E+01
17095546,Snacks,12,8,12,2.86E+02
17095559,Beverages,4.25,2.21,2.21,2.13E+02
17095579,Personal Care,4.98,5.53,1.78,9.53E+01
17095620,Beverages,4.25,2.21,2.21,2.13E+02
17095664,Produce,,,,6.12E+02
17095704,Frozen,6.5,6.5,1.4,5.05E+03
17095712,Breakfast,4,22,10.6,9.92E+02
17095713,Snacks,8.87,6,3.62,3.40E+02
17095716,Canned Goods,,,,2.72E+02
17095728,Frozen,6.5,6.5,1.4,2.91E+02
17095741,Breakfast,4,22,10.6,9.07E+02
17096556,Dairy & Eggs,6.98,3.76,3.76,5.08E+02
17096688,Snacks,5.71,8.27,1.9,2.79E+02
17096792,Bakery,13.85,4.07,3.67,5.44E+02
17096888,Bakery,7.67,4.34,,5.01E+02
17097314,Pantry,10.77,3.89,,1.51E+03
17097534,Snacks,,,,3.12E+02
17097544,Snacks,,,,1.42E+02
17097556,Snacks,,,,1.42E+02
17097690,Frozen,4.58,7.17,,2.49E+02
17097714,Bakery,4.57,7.16,,2.83E+02
17097724,Snacks,,,,
17104735,Pantry,7.2,3.05,,8.12E+02
17104857,Breakfast,3.5,3.75,3.75,5.67E+01
17105228,Snacks,6.1,6.65,2.25,4.21E+02
17105230,Snacks,7.69,5.31,,2.13E+02
17105234,Snacks,7.25,5.75,,2.27E+02
17105244,Snacks,5.31,5,2.75,1.91E+02
17105427,Breakfast,10.19,7.65,1.85,3.54E+02
17105495,Frozen,,,,2.55E+02
17105565,Pets,,,,6.35E+03
17105624,Household,9.74,8.06,,2.23E+03
17105625,Deli,,,,1.42E+02
17105626,Household,,,,9.07E+02
17105627,Household,,,,
17105629,Snacks,,,,1.42E+02
17105631,Snacks,10.96,6.63,,1.54E+02
17105635,Bakery,5.8,3.95,4,9.36E+01
17105663,Snacks,23.06,11.81,10.13,6.80E+01
17105705,Household,15.1,7.95,3.9,5.03E+02
17105712,Pantry,8.24,4.87,2.02,3.63E+02
17105793,Personal Care,3.95,5.5,2.7,3.31E+02
17105806,Alcohol,10.45,2.75,2.75,9.57E+02
17105903,Personal Care,,,,1.36E+01
17105926,Frozen,5.92,7.38,1.25,2.94E+02
17105995,Pets,9.25,8,3,5.95E+02
17118622,Household,,,,
17123742,Bakery,7.89,4.19,,5.17E+02
17124370,Pets,,,,
17130155,Babies,,,,
17136196,Personal Care,7.09,2.33,,1.75E+02
17136304,Snacks,5.71,8.27,1.89,2.94E+02
17139341,Household,,,,
17139349,Dairy & Eggs,,,,2.83E+01
17140682,Frozen,4.18,5.66,,2.72E+01
17167210,Beverages,6.26,10.57,,4.17E+03
17171769,Deli,,,,4.54E+02
17172350,Canned Goods,,,,8.22E+02
17172364,Pets,,,,
17172435,Pantry,,,,1.81E+03
17172459,Bakery,,,,
17172469,Bakery,,,,
17172480,Deli,8.07,8.44,,3.04E+02
17172488,Bakery,,,,
17172500,Bakery,,,,3.83E+02
17172518,Meat & Seafood,,,,3.40E+02
17172606,Dairy & Eggs,,,,1.13E+02
17172612,Frozen,,,,
17172614,Pantry,,,,4.18E+02
17172728,Canned Goods,,,,4.25E+02
17172764,Frozen,,,,4.73E+02
17172788,Frozen,,,,4.73E+02
17172858,Canned Goods,,,,
17172860,Bakery,,,,1.42E+02
17172864,Dairy & Eggs,,,,2.27E+02
17172873,Snacks,,,,3.97E+02
17172885,Snacks,,,,
17172897,Bakery,,,,2.27E+02
17172925,Personal Care,9.37,4,4.16,1.00E+03
17172929,Deli,,,,2.27E+02
17172942,Bakery,,,,
17172959,Deli,,,,3.40E+02
17172963,Deli,,,,2.27E+02
17172977,Bakery,,,,5.10E+02
17172981,Canned Goods,,,,
17172987,Snacks,,,,3.12E+02
17172995,Snacks,,,,
17172997,Dairy & Eggs,,,,1.42E+02
17172999,Canned Goods,,,,1.64E+03
17173001,Produce,,,,
17173005,Bakery,,,,1.19E+03
17173031,Canned Goods,,,,1.73E+03
17173037,Bakery,,,,4.99E+02
17173041,Snacks,,,,
17173045,Bakery,,,,
17173051,Canned Goods,,,,4.25E+02
17173053,Dairy & Eggs,,,,1.42E+02
17173061,Bakery,,,,1.98E+02
17173066,Deli,,,,4.54E+02
17173075,Canned Goods,,,,4.11E+02
17173081,Pantry,,,,2.27E+02
17173083,Deli,,,,2.83E+02
17173091,Snacks,,,,
17173113,Snacks,,,,
17173119,Deli,,,,9.92E+02
17173125,Deli,,,,1.42E+02
17173161,Deli,,,,1.28E+02
17173185,Beverages,,,,6.24E+01
17173186,Deli,,,,1.42E+02
17173194,Beverages,,,,9.46E+02
17173204,Bakery,,,,
17173240,Bakery,,,,6.24E+02
17173276,Pantry,,,,2.83E+02
17173280,Deli,,,,1.13E+02
17173296,Snacks,,,,
17173308,Snacks,,,,
17173312,Bakery,,,,
17173316,Snacks,,,,2.27E+02
17173320,Bakery,6.16,6.23,,2.68E+02
17173332,Deli,,,,2.27E+02
17173340,Deli,,,,1.42E+02
17173344,Snacks,,,,
17173358,Deli,,,,6.66E+02
17173405,Household,,,,
17173417,Household,,,,
17173419,Household,,,,
17173427,Household,,,,
17173447,Deli,,,,2.27E+02
17173461,Household,11.18,6.01,,8.16E+01
17173463,Bakery,,,,1.56E+03
17173471,Household,,,,
17173489,Household,,,,
17173495,Household,,,,3.49E+03
17173517,Household,,,,
17173525,Meat & Seafood,,,,3.97E+02
17173531,Household,,,,1.50E+03
17173545,Deli,,,,9.07E+02
17173547,Snacks,,,,7.94E+02
17173579,Household,,,,5.26E+03
17173587,Household,,,,3.49E+03
17173591,Bakery,,,,
17173593,Household,,,,
17173595,Bakery,,,,
17173606,Snacks,,,,6.66E+02
17173627,Snacks,8.5,10.88,1,1.30E+02
17173676,Household,,,,
17173678,Household,,,,
17173698,Snacks,,,,
17173728,Household,,,,
17173744,Snacks,,,,3.74E+02
17173748,Household,,,,
17173760,Pantry,,,,
17173762,Household,,,,
17173788,Bakery,,,,5.24E+02
17173804,Snacks,,,,
17173822,Bakery,,,,1.33E+03
17173824,Deli,,,,1.13E+02
17173832,Bakery,,,,1.64E+03
17173863,Household,,,,
17173897,Bakery,,,,
17173909,Bakery,,,,6.80E+02
17173924,Household,,,,
17173991,Household,,,,
17174019,Household,,,,
17174037,Household,,,,
17174041,Household,,,,
17174043,Household,,,,
17174098,Household,,,,
17174102,Household,,,,
17174130,Household,,,,
17174156,Household,,,,
17174196,Household,,,,
17174206,Pantry,,,,
17174263,Household,,,,
17174343,Household,,,,
17174349,Household,,,,8.50E+01
17174396,Household,,,,3.79E+03
17174443,Household,,,,
17174663,Household,,,,
17174673,Bakery,,,,
17174794,Household,,,,
17174903,Household,,,,
17174913,Household,,,,
17174962,Household,,,,
17175004,Household,,,,5.10E+02
17175047,Household,,,,
17175126,Household,,,,
17175159,Household,,,,
17175288,Household,,,,
17175409,Household,,,,
17175647,Household,,,,
17175906,Household,,,,1.14E+04
17175960,Household,,,,
17175964,Household,,,,
17176331,Babies,,,,
17176351,Household,,,,
17176656,Household,,,,5.10E+02
17176672,Household,,,,
17176870,Household,,,,
17177082,Household,,,,
17177122,Household,,,,
17177711,Personal Care,,,,
17178440,Dry Goods & Pasta,3.5,3.75,3.75,5.67E+01
17178462,Dairy & Eggs,,,,1.70E+02
17178506,Dairy & Eggs,,,,1.70E+02
17178526,Dairy & Eggs,,,,1.70E+02
17178537,Pets,,,,2.27E+03
17178541,Snacks,,,,4.25E+01
17178553,Frozen,,,,2.04E+02
17178557,Frozen,,,,3.40E+02
17178569,Snacks,,,,6.80E+02
17178575,Dairy & Eggs,,,,4.54E+02
17178591,Household,,,,
17178633,Snacks,,,,
17178647,Snacks,,,,
17178673,Dairy & Eggs,,,,1.70E+02
17178697,Dairy & Eggs,,,,1.70E+02
17178713,Pantry,,,,3.40E+02
17178717,Breakfast,,,,
17178733,Dairy & Eggs,,,,1.70E+02
17178737,Beverages,,,,2.00E+03
17178743,Dairy & Eggs,,,,2.83E+02
17178751,Breakfast,,,,
17178755,Household,,,,
17178759,Bakery,,,,1.89E+03
17178766,Canned Goods,,,,4.54E+02
17178769,Pets,,,,9.92E+01
17178773,Dairy & Eggs,,,,1.70E+02
17178775,Beverages,,,,1.20E+04
17178787,Snacks,,,,3.88E+02
17178809,Snacks,,,,
17178815,Dairy & Eggs,,,,1.70E+02
17178841,Frozen,,,,1.50E+02
17178853,Dairy & Eggs,,,,2.27E+02
17178859,Canned Goods,,,,7.09E+01
17178871,Household,,,,
17178873,Dairy & Eggs,,,,1.70E+02
17178911,Dairy & Eggs,,,,4.54E+02
17178917,Snacks,,,,2.41E+02
17178931,Canned Goods,,,,9.46E+02
17178933,Dry Goods & Pasta,,,,4.54E+02
17178937,Dairy & Eggs,,,,4.73E+02
17178955,Beverages,,,,9.46E+02
17178959,Dairy & Eggs,,,,1.70E+02
17178965,Beverages,,,,4.26E+03
17178969,Dairy & Eggs,,,,1.70E+02
17178983,Beverages,,,,7.01E+02
17178989,Dairy & Eggs,,,,9.46E+02
17178999,Frozen,,,,4.73E+02
17179005,Frozen,,,,9.07E+02
17179053,Snacks,0.5,5,,4.54E+01
17179059,Breakfast,,,,
17179063,Snacks,,,,4.25E+01
17179073,Dairy & Eggs,,,,1.70E+02
17179089,Dairy & Eggs,,,,4.25E+01
17179103,Snacks,,,,4.08E+02
17179110,Household,,,,
17179111,Beverages,,,,1.00E+03
17179127,Dairy & Eggs,,,,1.70E+02
17179129,Dry Goods & Pasta,,,,6.80E+02
17179133,Snacks,,,,1.13E+02
17179137,Beverages,,,,5.00E+02
17179145,Canned Goods,,,,2.83E+02
17179147,Beverages,,,,2.00E+03
17179150,Canned Goods,,,,
17179151,Household,,,,
17179152,Canned Goods,,,,
17179158,Dry Goods & Pasta,,,,4.54E+02
17179170,Dairy & Eggs,,,,9.07E+02
17179178,Household,,,,7.39E+02
17179184,Canned Goods,,,,1.30E+03
17179210,Canned Goods,,,,1.30E+02
17179214,Snacks,,,,7.37E+02
17179218,Beverages,,,,2.96E+02
17179222,Dry Goods & Pasta,,,,9.07E+02
17179246,Breakfast,,,,3.40E+02
17179256,Snacks,,,,4.08E+02
17179280,Beverages,,,,8.22E+02
17179292,Dairy & Eggs,,,,1.00E+03
17179295,Beverages,,,,8.65E+02
17179311,Beverages,,,,2.00E+03
17179315,Beverages,,,,9.46E+02
17179323,Frozen,,,,2.04E+02
17179331,Canned Goods,,,,1.30E+02
17179349,Dry Goods & Pasta,,,,9.07E+02
17179355,Frozen,,,,1.39E+02
17179359,Snacks,,,,1.13E+02
17179369,Household,,,,
17179373,Canned Goods,,,,9.46E+02
17179383,Beverages,,,,2.00E+03
17179395,Pantry,,,,4.54E+02
17179403,Frozen,,,,
17179417,Beverages,,,,4.08E+03
17179421,Pets,,,,1.56E+02
17179435,Snacks,,,,1.42E+02
17179445,Snacks,,,,2.55E+02
17179463,Dairy & Eggs,,,,9.46E+02
17179477,Deli,,,,1.30E+02
17179484,Dairy & Eggs,,,,9.46E+02
17179488,Pets,,,,
17179504,Beverages,,,,8.22E+02
17179518,Frozen,,,,1.84E+02
17179533,Beverages,,,,4.05E+02
17179537,Snacks,,,,2.58E+02
17179553,Beverages,,,,4.79E+01
17179557,Beverages,,,,
17179569,Snacks,,,,4.82E+00
17179573,Beverages,,,,2.96E+02
17179591,Dry Goods & Pasta,,,,4.54E+02
17179599,Bakery,,,,7.80E+01
17179639,Beverages,,,,4.79E+01
17179643,Snacks,,,,
17179647,Snacks,,,,2.83E+01
17179649,Canned Goods,,,,4.25E+02
17179653,Household,,,,
17179655,Canned Goods,,,,8.79E+02
17179663,Beverages,,,,4.08E+03
17179667,Canned Goods,,,,4.11E+02
17179683,Dry Goods & Pasta,,,,5.50E+01
17179687,Snacks,,,,4.54E+02
17179699,Bakery,,,,
17179701,Beverages,,,,4.50E+02
17179705,Frozen,,,,
17179707,Dairy & Eggs,,,,2.27E+02
17179709,Beverages,,,,
17179716,Canned Goods,,,,4.54E+02
17179720,Pantry,,,,7.10E+02
17179724,Pets,,,,3.69E+02
17179726,Dairy & Eggs,,,,2.55E+02
17179744,Canned Goods,,,,4.54E+02
17179746,Canned Goods,,,,7.09E+02
17179752,Beverages,,,,6.80E+02
17179758,Household,,,,
17179764,Snacks,,,,2.83E+02
17179768,Canned Goods,,,,4.11E+02
17179772,Beverages,,,,9.46E+02
17179780,Deli,,,,1.42E+02
17179784,Snacks,,,,3.40E+02
17179786,Beverages,,,,4.50E+02
17179790,Snacks,,,,2.41E+02
17179794,Snacks,,,,3.40E+02
17179796,Deli,,,,1.70E+02
17179800,Snacks,,,,4.54E+02
17179814,Beverages,,,,3.02E+02
17179818,Canned Goods,,,,9.46E+02
17179824,Pets,,,,9.92E+01
17179826,Snacks,,,,
17179830,Snacks,,,,1.42E+02
17179836,Dairy & Eggs,,,,
17179842,Personal Care,,,,2.96E+02
17179846,Household,,,,
17179862,Household,,,,
17179864,Pantry,,,,3.55E+02
17179866,Pets,,,,9.92E+01
17179870,Canned Goods,,,,1.30E+02
17179872,Dairy & Eggs,,,,4.44E+02
17179873,Canned Goods,,,,4.54E+02
17179874,Household,,,,
17179878,Dairy & Eggs,,,,2.55E+02
17179880,Frozen,,,,1.42E+03
17179884,Frozen,,,,
17179887,Personal Care,,,,5.91E+01
17179892,Deli,,,,1.28E+03
17179900,Deli,,,,4.54E+02
17179902,Snacks,,,,1.42E+02
17179906,Snacks,,,,1.42E+02
17179908,Deli,,,,1.02E+03
17179912,Snacks,,,,2.55E+02
17179914,Snacks,,,,2.41E+02
17179915,Dairy & Eggs,,,,1.98E+02
17179917,Beverages,,,,4.05E+02
17179920,Snacks,,,,4.54E+02
17179925,Frozen,,,,4.73E+02
17179937,Pantry,,,,8.50E+01
17179955,Pets,,,,3.74E+02
17179957,Pantry,,,,2.27E+02
17179963,Beverages,,,,4.79E+01
17179965,Canned Goods,,,,9.07E+02
17179971,Beverages,,,,1.89E+03
17179977,Beverages,,,,1.00E+03
17179979,Frozen,,,,2.48E+03
17179993,Beverages,,,,6.80E+02
17179995,Household,,,,7.39E+02
17179997,Breakfast,,,,4.68E+01
17180013,Deli,,,,7.37E+02
17180019,Beverages,,,,4.79E+01
17180021,Pets,,,,3.69E+02
17180025,Beverages,,,,4.79E+01
17180039,Pantry,,,,9.92E+01
17180043,Snacks,,,,3.52E+02
17180051,Beverages,,,,1.74E+03
17180055,Canned Goods,,,,4.54E+02
17180057,Frozen,,,,4.73E+02
17180059,Beverages,,,,4.79E+01
17180061,Dairy & Eggs,,,,1.42E+03
17180065,Beverages,,,,
17180067,Snacks,,,,
17180079,Snacks,,,,8.08E+01
17180081,Dry Goods & Pasta,,,,4.54E+02
17180093,Canned Goods,,,,4.54E+02
17180095,Canned Goods,,,,7.94E+02
17180101,Canned Goods,,,,2.13E+02
17180107,Dairy & Eggs,,,,4.73E+02
17180113,Pantry,,,,4.54E+02
17180115,Deli,,,,6.80E+02
17180123,Snacks,,,,
17180127,Dry Goods & Pasta,,,,5.53E+02
17180131,Dry Goods & Pasta,,,,
17180135,Canned Goods,,,,9.46E+02
17180148,Snacks,,,,1.98E+02
17180159,Snacks,,,,4.54E+02
17180161,International,,,,4.54E+02
17180165,Beverages,,,,4.44E+03
17180168,Beverages,,,,4.08E+03
17180173,Beverages,,,,2.96E+02
17180181,Household,,,,7.98E+02
17180185,Frozen,,,,7.37E+02
17180187,Breakfast,,,,3.49E+02
17180189,Beverages,,,,5.00E+02
17180193,Frozen,,,,5.81E+01
17180197,Pets,,,,
17180201,Beverages,,,,2.96E+02
17180203,Frozen,,,,2.83E+02
17180209,Beverages,,,,
17180221,Pantry,,,,1.36E+03
17180223,Snacks,,,,2.27E+02
17180229,Frozen,,,,4.73E+02
17180233,Snacks,,,,1.42E+02
17180245,Beverages,,,,3.12E+02
17180247,Frozen,,,,4.73E+02
17180253,Frozen,,,,4.73E+02
17180259,Breakfast,,,,7.29E+01
17180261,Pantry,,,,5.10E+02
17180265,Dairy & Eggs,,,,6.24E+02
17180267,Household,,,,
17180269,Pantry,,,,5.81E+02
17180272,Pets,,,,1.56E+02
17180274,Beverages,,,,
17180277,Pantry,,,,3.55E+02
17180287,Pantry,,,,5.10E+02
17180299,Pantry,,,,5.19E+02
17180303,Frozen,,,,5.67E+02
17180318,Alcohol,,,,
17180320,Pantry,,,,5.91E+01
17180328,Pets,,,,1.47E+03
17180330,Beverages,,,,
17180339,Beverages,,,,4.79E+01
17180344,Canned Goods,,,,1.42E+02
17180346,Snacks,,,,3.40E+02
17180354,Dairy & Eggs,,,,6.24E+02
17180356,Meat & Seafood,,,,7.37E+02
17180358,Snacks,,,,3.40E+02
17180368,Snacks,,,,2.61E+02
17180370,Canned Goods,,,,1.09E+03
17180374,Snacks,,,,8.08E+01
17180378,Pantry,,,,9.92E+01
17180380,Dairy & Eggs,,,,7.57E+03
17180388,Snacks,,,,3.52E+02
17180402,Canned Goods,,,,9.21E+01
17180408,Frozen,,,,4.73E+02
17180410,Household,,,,7.98E+02
17180426,Beverages,,,,4.22E+03
17180430,Pantry,,,,
17180444,Snacks,,,,5.10E+02
17180450,Snacks,,,,9.21E+01
17180452,Dairy & Eggs,,,,2.27E+02
17180464,Pantry,,,,1.13E+03
17180470,Snacks,,,,1.42E+02
17180474,Pets,,,,
17180490,Household,,,,
